NAME,median_household_income,median_property_value,population_below_poverty,total_population,poverty_universe,per_capita_income,median_gross_rent,unemployed,labor_force,bachelors_degree,education_universe,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_bachelors
Census Tract 6812; Cook County; Illinois,25703,121900,1020,2139,2132,16831,880,150,776,122,1449,17,031,681200,17031681200,0.47842401500938087,0.19329896907216496,0.0841959972394755
Census Tract 6813; Cook County; Illinois,24113,192300,698,2014,2014,18333,1306,150,779,94,1358,17,031,681300,17031681300,0.34657398212512414,0.1925545571245186,0.06921944035346098
Census Tract 6814; Cook County; Illinois,50170,93500,274,1811,1811,21965,1627,114,790,157,1347,17,031,681400,17031681400,0.15129762562120375,0.14430379746835442,0.11655530809205643
Census Tract 6903; Cook County; Illinois,33986,-666666666,537,1709,1322,19385,957,99,513,133,1329,17,031,690300,17031690300,0.4062027231467474,0.19298245614035087,0.1000752445447705
Census Tract 6904; Cook County; Illinois,44878,178100,674,3319,3293,36121,1238,279,2010,464,2405,17,031,690400,17031690400,0.2046765866990586,0.13880597014925372,0.19293139293139294
Census Tract 6905; Cook County; Illinois,60104,173800,88,704,704,30841,762,101,381,8,586,17,031,690500,17031690500,0.125,0.2650918635170604,0.013651877133105802
Census Tract 6909; Cook County; Illinois,34330,184100,1592,3923,3923,23430,1212,424,2022,436,2994,17,031,690900,17031690900,0.40581187866428753,0.20969337289812068,0.14562458249833
Census Tract 6910; Cook County; Illinois,77612,285500,726,2572,2572,37693,1165,122,1198,531,1781,17,031,691000,17031691000,0.2822706065318818,0.1018363939899833,0.2981471083660865
Census Tract 6911; Cook County; Illinois,25614,163800,940,2627,2608,17547,-666666666,39,1035,117,2175,17,031,691100,17031691100,0.3604294478527607,0.03768115942028986,0.05379310344827586
Census Tract 6912; Cook County; Illinois,30054,182500,579,1878,1878,23600,1109,105,868,86,1313,17,031,691200,17031691200,0.3083067092651757,0.12096774193548387,0.0654988575780655
Census Tract 6913; Cook County; Illinois,64940,150600,370,2106,2106,38408,1015,131,1174,538,1670,17,031,691300,17031691300,0.17568850902184235,0.11158432708688246,0.3221556886227545
Census Tract 6914; Cook County; Illinois,31830,167300,886,3323,3307,22183,1243,451,1339,231,2235,17,031,691400,17031691400,0.26791654067130327,0.3368185212845407,0.10335570469798658
Census Tract 6915; Cook County; Illinois,22846,-666666666,779,1667,1667,18113,992,163,709,106,1181,17,031,691500,17031691500,0.4673065386922616,0.229901269393512,0.08975444538526672
Census Tract 7001; Cook County; Illinois,81091,238300,214,3380,3380,28287,1101,77,1835,142,2130,17,031,700100,17031700100,0.06331360946745562,0.041961852861035424,0.06666666666666667
Census Tract 7002; Cook County; Illinois,82451,237000,1189,6981,6976,24676,1243,372,3605,495,4358,17,031,700200,17031700200,0.17044151376146788,0.10319001386962552,0.11358421294171639
Census Tract 7003.01; Cook County; Illinois,95654,267900,501,6153,6153,27067,1463,296,3105,430,3864,17,031,700301,17031700301,0.08142369575816674,0.09533011272141707,0.11128364389233955
Census Tract 7003.02; Cook County; Illinois,91693,259100,337,5587,5587,34497,1371,332,2819,463,3787,17,031,700302,17031700302,0.0603185967424378,0.11777225966654842,0.12226036440454185
Census Tract 7004.01; Cook County; Illinois,87824,247900,815,6367,6367,32338,1304,372,3389,367,3964,17,031,700401,17031700401,0.12800376943615518,0.10976689288875774,0.0925832492431887
Census Tract 7004.02; Cook County; Illinois,87232,256700,385,3297,3297,37028,99,118,1539,495,2205,17,031,700402,17031700402,0.11677282377919321,0.07667316439246263,0.22448979591836735
Census Tract 7005.01; Cook County; Illinois,66300,241500,1001,6924,6639,30915,1413,316,3288,875,5171,17,031,700501,17031700501,0.15077571923482452,0.09610705596107055,0.1692129181976407
Census Tract 7005.02; Cook County; Illinois,83125,264500,181,3318,3078,37669,1461,172,1551,434,2400,17,031,700502,17031700502,0.05880441845354126,0.11089619600257898,0.18083333333333335
Census Tract 7101; Cook County; Illinois,30795,207700,325,940,940,26410,804,190,549,33,669,17,031,710100,17031710100,0.34574468085106386,0.3460837887067395,0.04932735426008968
Census Tract 7102; Cook County; Illinois,37587,220600,1150,3676,3676,25114,1001,189,1513,240,2384,17,031,710200,17031710200,0.31284004352557127,0.12491738268341045,0.10067114093959731
Census Tract 7103; Cook County; Illinois,55536,177200,238,1180,1180,32881,1061,53,677,46,925,17,031,710300,17031710300,0.2016949152542373,0.07828655834564253,0.04972972972972973
Census Tract 7104; Cook County; Illinois,46727,186600,1909,5212,5212,25365,1184,598,2090,628,3853,17,031,710400,17031710400,0.3662701458173446,0.2861244019138756,0.1629898780171295
Census Tract 7105; Cook County; Illinois,38456,197000,1193,4305,4050,21952,1124,192,1804,358,2613,17,031,710500,17031710500,0.2945679012345679,0.10643015521064302,0.13700727133562954
Census Tract 7106; Cook County; Illinois,52500,240400,365,1658,1658,32051,1106,170,843,180,1297,17,031,710600,17031710600,0.22014475271411338,0.20166073546856464,0.13878180416345412
Census Tract 7107; Cook County; Illinois,35946,207700,955,2948,2948,26451,1137,236,1283,248,2133,17,031,710700,17031710700,0.3239484396200814,0.18394388152766952,0.11626816690107829
Census Tract 7108; Cook County; Illinois,40191,186000,1383,4867,4866,19654,1099,367,1999,190,3129,17,031,710800,17031710800,0.2842170160295931,0.18359179589794897,0.06072227548737616
Census Tract 7109; Cook County; Illinois,54125,145300,809,2078,2078,23807,1060,75,710,147,1175,17,031,710900,17031710900,0.38931665062560156,0.1056338028169014,0.1251063829787234
Census Tract 7110; Cook County; Illinois,51010,194600,1236,3419,3419,25385,1089,171,1311,90,2165,17,031,711000,17031711000,0.3615092132202398,0.13043478260869565,0.04157043879907621
Census Tract 7111; Cook County; Illinois,50139,225900,638,2575,2575,29223,941,423,1382,339,1723,17,031,711100,17031711100,0.24776699029126215,0.3060781476121563,0.1967498549042368
Census Tract 7112; Cook County; Illinois,62872,200100,859,4626,4626,26801,1087,328,2333,346,3183,17,031,711200,17031711200,0.18568958063121488,0.14059151307329618,0.10870248193528118
Census Tract 7113; Cook County; Illinois,67478,217300,183,1506,1506,31205,1001,118,725,146,1162,17,031,711300,17031711300,0.12151394422310757,0.16275862068965516,0.12564543889845095
Census Tract 7114; Cook County; Illinois,64615,191300,526,2672,2672,25017,1133,128,1114,218,1749,17,031,711400,17031711400,0.1968562874251497,0.11490125673249552,0.12464265294453973
Census Tract 7115; Cook County; Illinois,56677,166200,413,2117,2117,27619,-666666666,139,861,214,1723,17,031,711500,17031711500,0.19508738781294285,0.16144018583042974,0.12420197330237957
Census Tract 7201; Cook County; Illinois,149803,462900,462,3434,3420,63017,-666666666,245,1561,686,2306,17,031,720100,17031720100,0.13508771929824562,0.15695067264573992,0.2974848222029488
Census Tract 7202; Cook County; Illinois,125600,358800,152,3868,3692,57397,1224,137,1593,572,2683,17,031,720200,17031720200,0.041170097508125676,0.08600125549278091,0.21319418561311965
Census Tract 7203; Cook County; Illinois,153048,381800,103,3448,3448,74913,1194,143,1974,1032,2821,17,031,720300,17031720300,0.029872389791183295,0.07244174265450862,0.3658277206664303
Census Tract 7204; Cook County; Illinois,124625,327200,47,1927,1926,63647,1830,61,1107,298,1242,17,031,720400,17031720400,0.024402907580477674,0.05510388437217705,0.23993558776167473
Census Tract 7205; Cook County; Illinois,120789,383700,0,1965,1965,62210,1750,39,1016,492,1376,17,031,720500,17031720500,0.0,0.038385826771653545,0.35755813953488375
Census Tract 7206; Cook County; Illinois,160489,492500,101,1944,1944,66237,1483,69,940,559,1212,17,031,720600,17031720600,0.051954732510288065,0.07340425531914893,0.4612211221122112
Census Tract 7207; Cook County; Illinois,87188,355700,276,2935,2935,52939,1253,153,1715,401,1928,17,031,720700,17031720700,0.09403747870528109,0.0892128279883382,0.20798755186721993
Census Tract 7301; Cook County; Illinois,70000,172100,448,2236,2236,32334,1300,126,1057,304,1589,17,031,730100,17031730100,0.2003577817531306,0.11920529801324503,0.19131529263687855
Census Tract 7302.01; Cook County; Illinois,39734,225700,1206,5755,5695,26675,1151,415,2781,426,3768,17,031,730201,17031730201,0.21176470588235294,0.14922689679971232,0.11305732484076433
Census Tract 7302.02; Cook County; Illinois,79824,210200,133,2895,2621,31373,2201,74,1247,260,2136,17,031,730202,17031730202,0.050743990843189625,0.05934242181234964,0.12172284644194757
Census Tract 7303; Cook County; Illinois,63333,177900,103,1079,1041,25015,-666666666,117,575,117,855,17,031,730300,17031730300,0.0989433237271854,0.20347826086956522,0.1368421052631579
Census Tract 7304; Cook County; Illinois,82642,181600,812,3547,3544,37192,1218,228,1934,572,2502,17,031,730400,17031730400,0.2291196388261851,0.11789038262668046,0.22861710631494805
Census Tract 7305; Cook County; Illinois,70082,164900,535,4067,4067,36670,680,220,2036,547,3154,17,031,730500,17031730500,0.13154659454143103,0.10805500982318271,0.173430564362714
Census Tract 7306; Cook County; Illinois,72583,168400,405,3267,3267,31919,1904,126,1371,386,1893,17,031,730600,17031730600,0.12396694214876033,0.09190371991247265,0.2039091389329107
Census Tract 7307; Cook County; Illinois,54167,186600,370,2005,1983,31494,1655,181,1051,236,1524,17,031,730700,17031730700,0.18658598083711547,0.17221693625118933,0.15485564304461943
Census Tract 7401; Cook County; Illinois,107500,312100,137,3003,3003,56899,1049,17,1616,649,2187,17,031,740100,17031740100,0.045621045621045624,0.01051980198019802,0.2967535436671239
Census Tract 7402; Cook County; Illinois,129207,329000,319,6192,5790,48795,2250,108,2786,955,3902,17,031,740200,17031740200,0.05509499136442142,0.038765254845656856,0.24474628395694514
Census Tract 7403; Cook County; Illinois,118717,319300,285,5266,5266,54717,1746,165,2601,1080,3581,17,031,740300,17031740300,0.05412077478161793,0.06343713956170703,0.30159173415247137
Census Tract 7404; Cook County; Illinois,89250,301700,262,4598,4598,49388,1405,117,2466,530,2985,17,031,740400,17031740400,0.05698129621574598,0.04744525547445255,0.17755443886097153
Census Tract 7501; Cook County; Illinois,54443,211500,629,3246,3164,37585,1253,138,1227,552,2337,17,031,750100,17031750100,0.19879898862199746,0.11246943765281174,0.2362002567394095
Census Tract 7502; Cook County; Illinois,87273,327700,226,3079,3079,53472,1607,198,1637,519,2356,17,031,750200,17031750200,0.07340045469308216,0.1209529627367135,0.2202886247877759
Census Tract 7503; Cook County; Illinois,102689,347000,200,2493,2483,53179,2061,91,1356,419,1683,17,031,750300,17031750300,0.08054772452678212,0.06710914454277286,0.24896019013666074
Census Tract 7504; Cook County; Illinois,113088,307200,96,3142,3137,48605,1333,44,1699,685,2200,17,031,750400,17031750400,0.030602486452024225,0.025897586815773983,0.31136363636363634
Census Tract 7505; Cook County; Illinois,62500,245800,1147,5487,5119,32156,1936,377,2356,1006,3858,17,031,750500,17031750500,0.2240672006251221,0.1600169779286927,0.2607568688439606
Census Tract 7506; Cook County; Illinois,45682,187200,1306,3418,3404,23282,1241,56,1358,285,2088,17,031,750600,17031750600,0.3836662749706228,0.041237113402061855,0.13649425287356323
Census Tract 7608.01; Cook County; Illinois,78618,170600,695,4804,4758,43529,1497,84,3017,937,3340,17,031,760801,17031760801,0.1460697772173182,0.027842227378190254,0.2805389221556886
Census Tract 7608.02; Cook County; Illinois,92069,391400,120,2280,2280,50166,1357,47,1112,447,1841,17,031,760802,17031760802,0.05263157894736842,0.04226618705035971,0.242802824551874
Census Tract 7608.03; Cook County; Illinois,80625,192800,408,7061,7061,52376,1404,235,4569,1393,5382,17,031,760803,17031760803,0.05778218382665345,0.051433574086233315,0.25882571534745447
Census Tract 7702.01; Cook County; Illinois,90726,339600,246,5871,5832,45713,1606,160,3429,1615,4522,17,031,770201,17031770201,0.04218106995884774,0.04666083406240887,0.35714285714285715
Census Tract 7702.02; Cook County; Illinois,90096,297900,763,4439,4279,46765,2532,83,2180,685,3406,17,031,770202,17031770202,0.17831268988081328,0.038073394495412846,0.20111567821491486
Census Tract 7703; Cook County; Illinois,76782,337500,600,6900,6880,41935,1701,100,3771,1241,4844,17,031,770300,17031770300,0.0872093023255814,0.026518164942985947,0.25619322873658135
Census Tract 7704; Cook County; Illinois,85745,318200,431,4625,4578,34485,1346,134,2726,544,3137,17,031,770400,17031770400,0.09414591524683268,0.0491562729273661,0.17341408989480395
Census Tract 7705; Cook County; Illinois,75096,31700,600,4292,4292,21066,1415,137,2076,118,2394,17,031,770500,17031770500,0.13979496738117428,0.06599229287090559,0.04928989139515455
Census Tract 7706.01; Cook County; Illinois,85491,333200,156,3443,3203,40135,1239,49,1684,451,2645,17,031,770601,17031770601,0.048704339681548546,0.029097387173396674,0.17051039697542533
Census Tract 7706.02; Cook County; Illinois,85089,353500,121,4220,4062,35993,1188,118,2334,569,2924,17,031,770602,17031770602,0.02978828163466273,0.050556983718937444,0.19459644322845418
Census Tract 7707; Cook County; Illinois,77821,344900,222,2359,2350,46774,1040,38,1315,431,1943,17,031,770700,17031770700,0.09446808510638298,0.028897338403041824,0.2218219248584663
Census Tract 7708; Cook County; Illinois,88079,266300,139,5836,5836,32345,1186,99,3091,897,4067,17,031,770800,17031770800,0.023817683344756684,0.03202846975088968,0.22055569215638063
Census Tract 7709.01; Cook County; Illinois,87996,318600,373,4918,4899,42564,1221,112,2544,804,3799,17,031,770901,17031770901,0.07613798734435599,0.0440251572327044,0.21163464069491972
Census Tract 7709.02; Cook County; Illinois,77656,366900,370,3911,3911,38184,1391,219,2169,686,2664,17,031,770902,17031770902,0.09460496036819228,0.10096818810511757,0.2575075075075075
Census Tract 8001; Cook County; Illinois,249167,1673200,74,2354,2354,154462,-666666666,26,926,553,1527,17,031,800100,17031800100,0.03143585386576041,0.028077753779697623,0.3621480026195154
Census Tract 8002; Cook County; Illinois,248893,1186500,111,6347,6347,142409,2178,103,2623,1690,4132,17,031,800200,17031800200,0.01748857728060501,0.03926801372474266,0.40900290416263313
Census Tract 8003; Cook County; Illinois,250001,1209100,47,3391,3351,166954,1421,87,1429,897,2125,17,031,800300,17031800300,0.014025663980901224,0.06088173547935619,0.42211764705882354
Census Tract 8004; Cook County; Illinois,250001,1458100,48,3799,3799,182666,2413,41,1489,725,2340,17,031,800400,17031800400,0.012634903922084759,0.027535258562793822,0.30982905982905984
Census Tract 8005; Cook County; Illinois,250001,1227200,109,5264,5263,136164,1764,49,2173,1103,3233,17,031,800500,17031800500,0.020710621318639558,0.022549470777726646,0.3411691927002784
Census Tract 8006; Cook County; Illinois,250001,1600000,47,2421,2421,153015,3501,37,945,565,1392,17,031,800600,17031800600,0.019413465510119784,0.039153439153439155,0.40589080459770116
Census Tract 8007; Cook County; Illinois,250001,1007700,96,4984,4953,135701,3131,61,2168,1278,3095,17,031,800700,17031800700,0.019382192610539067,0.028136531365313654,0.41292407108239093
Census Tract 8008; Cook County; Illinois,121111,590200,106,2322,2315,118395,1806,46,1332,573,1655,17,031,800800,17031800800,0.045788336933045355,0.03453453453453453,0.34622356495468276
Census Tract 8009; Cook County; Illinois,145208,533000,298,4371,4371,75044,3501,56,2059,1041,3069,17,031,800900,17031800900,0.0681766186227408,0.027197668771248178,0.3391984359726295
Census Tract 8010; Cook County; Illinois,163542,705200,62,5091,5091,112271,1821,149,2318,749,3475,17,031,801000,17031801000,0.012178353957965037,0.0642795513373598,0.21553956834532373
Census Tract 8011; Cook County; Illinois,235511,891100,68,4961,4953,107964,1965,107,2403,1229,2881,17,031,801100,17031801100,0.01372905309913184,0.04452767374115689,0.42658799028115235
Census Tract 8012; Cook County; Illinois,203750,993700,0,3509,3508,145006,2382,28,1389,807,2505,17,031,801200,17031801200,0.0,0.020158387329013677,0.3221556886227545
Census Tract 8013; Cook County; Illinois,190313,1039100,379,4461,4394,115935,1039,120,2026,1081,2987,17,031,801300,17031801300,0.08625398270368685,0.059230009871668314,0.3619015734851021
Census Tract 8014; Cook County; Illinois,169318,541200,159,2886,2886,85246,2433,66,1300,727,2005,17,031,801400,17031801400,0.0550935550935551,0.05076923076923077,0.36259351620947633
Census Tract 8015; Cook County; Illinois,154083,596900,276,6219,5865,100340,2174,65,3031,1434,4708,17,031,801500,17031801500,0.047058823529411764,0.02144506763444408,0.30458793542905693
Census Tract 8016.01; Cook County; Illinois,105313,604700,250,4570,4421,79053,2691,99,2136,1196,3512,17,031,801601,17031801601,0.0565482922415743,0.046348314606741575,0.34054669703872437
Census Tract 8016.03; Cook County; Illinois,79200,456300,530,3656,3429,43298,1487,34,1630,661,2678,17,031,801603,17031801603,0.15456401283172938,0.020858895705521473,0.24682598954443616
Census Tract 8016.05; Cook County; Illinois,142500,689500,302,5607,5607,79835,-666666666,146,3058,1668,4095,17,031,801605,17031801605,0.053861244872480826,0.04774362328319163,0.4073260073260073
Census Tract 8016.06; Cook County; Illinois,151776,645100,130,7212,7212,81604,2145,72,3608,1907,5695,17,031,801606,17031801606,0.018025513033832503,0.019955654101995565,0.33485513608428447
Census Tract 8016.07; Cook County; Illinois,155714,663600,213,5910,5903,70926,1550,21,2982,1667,4203,17,031,801607,17031801607,0.03608334745044892,0.007042253521126761,0.3966214608612896
Census Tract 8016.08; Cook County; Illinois,145417,581900,541,6318,6195,75896,3338,100,2480,1521,4857,17,031,801608,17031801608,0.08732849071832123,0.04032258064516129,0.31315626930203827
Census Tract 8017.01; Cook County; Illinois,237695,786300,20,3469,3469,97686,1908,27,1667,910,2361,17,031,801701,17031801701,0.005765350245027385,0.016196760647870425,0.385429902583651
Census Tract 8017.02; Cook County; Illinois,177394,672900,123,4950,4946,81291,2886,58,2465,1351,3170,17,031,801702,17031801702,0.024868580671249495,0.023529411764705882,0.4261829652996845
Census Tract 8018; Cook County; Illinois,179485,934100,304,6173,6173,116619,2314,60,3013,1639,4536,17,031,801800,17031801800,0.04924671958529078,0.019913707268503153,0.361331569664903
Census Tract 8019.01; Cook County; Illinois,99345,455900,531,4634,4509,68161,2305,210,2224,1154,3482,17,031,801901,17031801901,0.11776447105788423,0.09442446043165467,0.3314187248707639
Census Tract 8019.02; Cook County; Illinois,203646,855400,19,3747,3728,106893,-666666666,45,1858,933,2382,17,031,801902,17031801902,0.00509656652360515,0.024219590958019375,0.3916876574307305
Census Tract 8020.02; Cook County; Illinois,133152,573000,125,4720,4399,72288,1622,52,2438,1074,3415,17,031,802002,17031802002,0.028415548988406456,0.02132895816242822,0.3144948755490483
Census Tract 8020.03; Cook County; Illinois,175288,600800,141,2376,2376,64357,1413,50,1205,567,1667,17,031,802003,17031802003,0.059343434343434344,0.04149377593360996,0.34013197360527897
Census Tract 8020.04; Cook County; Illinois,47134,220300,1705,5982,5895,33961,1411,271,3108,1398,4109,17,031,802004,17031802004,0.28922815945716707,0.0871943371943372,0.34022876612314434
Census Tract 8021; Cook County; Illinois,180739,700600,375,3672,3663,89997,997,45,1556,945,2330,17,031,802100,17031802100,0.10237510237510238,0.02892030848329049,0.4055793991416309
Census Tract 8022; Cook County; Illinois,177813,655300,176,4853,4839,96900,2349,72,2267,1130,3422,17,031,802200,17031802200,0.036371151064269476,0.031760035288928096,0.3302162478082992
Census Tract 8023; Cook County; Illinois,111071,768600,509,5606,5525,94395,2252,73,2218,1609,4182,17,031,802300,17031802300,0.09212669683257918,0.032912533814247066,0.38474414155906267
Census Tract 8024.02; Cook County; Illinois,78942,394000,343,5739,5539,49934,1398,113,2714,1291,4539,17,031,802402,17031802402,0.06192453511464163,0.04163596168017686,0.2844238819123155
Census Tract 8024.03; Cook County; Illinois,87525,244000,71,1517,1517,55147,1951,72,858,516,1246,17,031,802403,17031802403,0.04680290046143705,0.08391608391608392,0.41412520064205455
Census Tract 8024.04; Cook County; Illinois,81371,192600,1238,7892,7697,35509,1921,215,4427,1258,5540,17,031,802404,17031802404,0.16084188644926595,0.04856562005873052,0.22707581227436824
Census Tract 8025.03; Cook County; Illinois,106076,274800,835,7232,7232,43697,1834,157,4163,1854,5026,17,031,802503,17031802503,0.11545907079646017,0.03771318760509248,0.36888181456426583
Census Tract 8025.04; Cook County; Illinois,100313,325600,775,6373,6156,35400,2156,196,3254,976,4479,17,031,802504,17031802504,0.12589343729694608,0.06023355869698832,0.2179057825407457
Census Tract 8025.05; Cook County; Illinois,79886,210300,711,6157,6120,41453,1432,95,4079,974,4301,17,031,802505,17031802505,0.1161764705882353,0.02329002206423143,0.22645896303185306
Census Tract 8025.06; Cook County; Illinois,83056,312700,240,2393,2393,33403,1634,150,1454,316,1620,17,031,802506,17031802506,0.10029251984956122,0.1031636863823934,0.19506172839506172
Census Tract 8026.05; Cook County; Illinois,119375,392200,246,7035,6940,63627,1815,113,3924,2231,5708,17,031,802605,17031802605,0.03544668587896253,0.028797145769622834,0.39085494043447794
Census Tract 8026.07; Cook County; Illinois,120750,452300,63,1421,1421,47834,-666666666,41,676,288,1043,17,031,802607,17031802607,0.04433497536945813,0.060650887573964495,0.27612655800575264
Census Tract 8026.08; Cook County; Illinois,90778,318900,386,5687,5687,55737,1564,33,2807,1494,4305,17,031,802608,17031802608,0.06787409882187445,0.011756323477021732,0.3470383275261324
Census Tract 8026.09; Cook County; Illinois,68608,160700,720,6525,6525,35513,1500,138,4485,1247,5038,17,031,802609,17031802609,0.1103448275862069,0.03076923076923077,0.24751885668916238
Census Tract 8026.10; Cook County; Illinois,143500,395700,43,1978,1978,55731,1714,4,1097,546,1582,17,031,802610,17031802610,0.021739130434782608,0.0036463081130355514,0.34513274336283184
Census Tract 8027.01; Cook County; Illinois,160658,449500,418,6972,6972,48653,1280,227,3647,1528,4648,17,031,802701,17031802701,0.05995410212277682,0.062242939402248426,0.3287435456110155
Census Tract 8027.02; Cook County; Illinois,94656,453600,429,4370,4273,45077,433,61,2063,978,3419,17,031,802702,17031802702,0.10039784694593962,0.02956858943286476,0.28604855220824804
Census Tract 8028.01; Cook County; Illinois,138750,431400,58,4712,4712,64092,1449,94,2627,1090,3222,17,031,802801,17031802801,0.01230899830220713,0.03578226113437381,0.3382991930477964
Census Tract 8028.02; Cook County; Illinois,118068,364600,78,6375,6351,51102,2217,92,3502,1668,4111,17,031,802802,17031802802,0.01228153046764289,0.026270702455739578,0.40574069569447824
Census Tract 8029; Cook County; Illinois,179773,524200,226,5993,5993,84236,2862,55,2855,1380,3968,17,031,802900,17031802900,0.037710662439512765,0.01926444833625219,0.3477822580645161
Census Tract 8030.05; Cook County; Illinois,133083,367900,87,2860,2860,58321,1439,62,1758,845,1932,17,031,803005,17031803005,0.03041958041958042,0.03526734926052332,0.43737060041407866
Census Tract 8030.07; Cook County; Illinois,91553,384300,772,5092,5092,47692,1996,44,2616,1230,3717,17,031,803007,17031803007,0.1516103692065986,0.016819571865443424,0.3309120258272801
Census Tract 8030.08; Cook County; Illinois,173309,473900,174,4720,4720,67327,1560,99,2364,1264,3404,17,031,803008,17031803008,0.03686440677966102,0.04187817258883249,0.37132784958871917
Census Tract 8030.10; Cook County; Illinois,119125,380600,133,4351,4351,56802,1700,109,2519,970,3059,17,031,803010,17031803010,0.03056768558951965,0.04327113934100834,0.31709709055246815
Census Tract 8030.12; Cook County; Illinois,85865,295200,194,2135,2135,55501,1763,50,1363,595,1634,17,031,803012,17031803012,0.09086651053864168,0.036683785766691124,0.36413708690330476
Census Tract 8030.13; Cook County; Illinois,104564,288200,285,5690,5690,54161,1536,105,3278,1185,4138,17,031,803013,17031803013,0.05008787346221441,0.032031726662599146,0.28637022716288063
Census Tract 8030.14; Cook County; Illinois,83030,308500,158,3543,3543,39435,1367,65,2209,650,2604,17,031,803014,17031803014,0.044594976009031895,0.029425079221367133,0.24961597542242703
Census Tract 8030.15; Cook County; Illinois,108030,386500,288,4520,4520,70262,1382,75,2448,1087,3663,17,031,803015,17031803015,0.06371681415929203,0.030637254901960783,0.29675129675129674
Census Tract 8030.16; Cook County; Illinois,133150,440500,118,2537,2525,56944,1932,44,1468,541,1754,17,031,803016,17031803016,0.04673267326732673,0.02997275204359673,0.30843785632839227
Census Tract 8030.17; Cook County; Illinois,108724,426800,462,6520,6491,58722,1745,14,3656,1408,4671,17,031,803017,17031803017,0.07117547373286089,0.0038293216630196935,0.30143438235923786
Census Tract 8031; Cook County; Illinois,170089,454900,84,3545,3544,69308,2809,133,1866,893,2283,17,031,803100,17031803100,0.023702031602708805,0.07127545551982852,0.39115199299167763
Census Tract 8032; Cook County; Illinois,100422,388000,348,4961,4627,57829,1231,53,2112,1105,3822,17,031,803200,17031803200,0.07521071968878323,0.025094696969696968,0.2891156462585034
Census Tract 8033; Cook County; Illinois,96587,355900,516,5529,5524,64602,1524,298,3268,1533,4327,17,031,803300,17031803300,0.09341057204923968,0.09118727050183599,0.3542870348971574
Census Tract 8034; Cook County; Illinois,134260,490500,273,6398,6398,66091,2323,32,2911,1202,4109,17,031,803400,17031803400,0.04266958424507659,0.01099278598419787,0.29252859576539303
Census Tract 8035; Cook County; Illinois,131763,443500,127,5238,5207,67175,2170,100,2840,1557,3658,17,031,803500,17031803500,0.024390243902439025,0.035211267605633804,0.42564242755604154
Census Tract 8036.03; Cook County; Illinois,174383,587200,111,6489,6454,82678,1466,83,3253,1770,4405,17,031,803603,17031803603,0.017198636504493336,0.02551490931447894,0.4018161180476731
Census Tract 8036.04; Cook County; Illinois,87422,364700,555,4446,4356,49224,1415,115,2295,1023,3254,17,031,803604,17031803604,0.12741046831955924,0.05010893246187364,0.31438229870928086
Census Tract 8036.05; Cook County; Illinois,111063,424900,290,6237,6237,51303,1346,119,3384,1536,4486,17,031,803605,17031803605,0.04649671316337983,0.03516548463356974,0.34239857333927776
Census Tract 8036.07; Cook County; Illinois,125818,363900,252,4434,4432,55703,2702,98,2581,1134,3222,17,031,803607,17031803607,0.05685920577617329,0.03796977915536614,0.35195530726256985
Census Tract 8036.08; Cook County; Illinois,108394,466300,885,7939,7939,56397,1858,292,4633,2352,5574,17,031,803608,17031803608,0.11147499685098879,0.06302611698683358,0.4219590958019376
Census Tract 8036.11; Cook County; Illinois,63639,189400,783,6341,6341,30102,1437,79,3849,896,3847,17,031,803611,17031803611,0.12348210061504494,0.020524811639386853,0.232908760072784
Census Tract 8036.12; Cook County; Illinois,72603,300000,407,3379,3379,35478,1448,25,2149,438,2037,17,031,803612,17031803612,0.12044983722994969,0.011633317822242903,0.21502209131075112
Census Tract 8036.13; Cook County; Illinois,64055,184700,267,3167,3167,26792,1256,91,1624,372,1880,17,031,803613,17031803613,0.08430691506157247,0.05603448275862069,0.19787234042553192
Census Tract 8036.14; Cook County; Illinois,63448,148700,462,3965,3965,28598,1336,74,2357,564,2519,17,031,803614,17031803614,0.11651954602774275,0.031395842172252865,0.22389837236998808
Census Tract 8036.15; Cook County; Illinois,107941,340300,21,2460,2460,63511,1687,45,1854,769,1972,17,031,803615,17031803615,0.00853658536585366,0.024271844660194174,0.38995943204868155
Census Tract 8036.16; Cook County; Illinois,90347,331800,764,4842,4770,56432,1682,161,3242,795,3543,17,031,803616,17031803616,0.16016771488469603,0.04966070326958667,0.2243861134631668
Census Tract 8037.01; Cook County; Illinois,85433,330400,207,2795,2795,57915,1516,51,1765,917,2315,17,031,803701,17031803701,0.0740608228980322,0.028895184135977338,0.3961123110151188
Census Tract 8037.02; Cook County; Illinois,116569,389400,244,6098,6038,59875,1443,69,3260,1634,4536,17,031,803702,17031803702,0.04041073203047367,0.02116564417177914,0.3602292768959436
Census Tract 8038; Cook County; Illinois,133380,344700,81,4145,4145,61430,2202,25,2624,998,3139,17,031,803800,17031803800,0.0195416164053076,0.009527439024390244,0.31793564829563553
Census Tract 8039.01; Cook County; Illinois,66466,222000,580,3626,3626,52963,1919,84,1909,907,3006,17,031,803901,17031803901,0.15995587424158852,0.044002095337873234,0.301729873586161
Census Tract 8039.02; Cook County; Illinois,113023,311200,115,3409,3318,42744,2068,172,1972,551,2456,17,031,803902,17031803902,0.034659433393610606,0.0872210953346856,0.22434853420195439
