NAME,median_household_income,median_property_value,population_below_poverty,total_population,poverty_universe,per_capita_income,median_gross_rent,unemployed,labor_force,bachelors_degree,education_universe,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_bachelors
Census Tract 1103; Cook County; Illinois,119750,398200,130,5183,5183,45408,1642,151,2827,802,3633,17,031,110300,17031110300,0.025081998842369283,0.05341351255748143,0.22075419763281035
Census Tract 1104; Cook County; Illinois,92315,377400,134,4658,4646,57810,1357,58,2963,1230,3665,17,031,110400,17031110400,0.028842014636246232,0.019574755315558554,0.33560709413369716
Census Tract 1105.01; Cook County; Illinois,105568,408900,247,5017,4988,48887,1555,72,2792,1064,3829,17,031,110501,17031110501,0.04951884522854852,0.025787965616045846,0.27787934186471663
Census Tract 1105.02; Cook County; Illinois,71992,345500,355,3519,3519,52818,1353,160,1866,770,2595,17,031,110502,17031110502,0.10088093208297812,0.0857449088960343,0.29672447013487474
Census Tract 1201; Cook County; Illinois,163007,581300,107,4284,4256,72249,2250,159,2017,990,3072,17,031,120100,17031120100,0.025140977443609023,0.07882994546355974,0.322265625
Census Tract 1202; Cook County; Illinois,141458,587100,186,4600,4600,65305,1408,43,2279,1185,3271,17,031,120200,17031120200,0.04043478260869565,0.018867924528301886,0.36227453378171814
Census Tract 1203; Cook County; Illinois,139338,520100,358,7025,6998,86015,1402,61,3544,1755,4724,17,031,120300,17031120300,0.05115747356387539,0.017212189616252822,0.37150719729043186
Census Tract 1204; Cook County; Illinois,108145,415700,307,3992,3992,47856,1586,162,2389,734,2709,17,031,120400,17031120400,0.07690380761523045,0.06781079949769778,0.2709486895533407
Census Tract 1301; Cook County; Illinois,34565,475000,1058,5418,5182,30026,431,62,1360,1095,3509,17,031,130100,17031130100,0.20416827479737554,0.045588235294117645,0.3120547164434312
Census Tract 1302; Cook County; Illinois,120625,352500,212,1394,1394,68142,1245,0,496,200,1069,17,031,130200,17031130200,0.15208034433285508,0.0,0.18709073900841908
Census Tract 1303; Cook County; Illinois,67833,431200,532,4944,4944,36259,1367,141,2950,1018,3733,17,031,130300,17031130300,0.1076051779935275,0.04779661016949153,0.2727029199035628
Census Tract 1401; Cook County; Illinois,78686,331900,236,3610,3610,33070,1543,46,2231,803,2161,17,031,140100,17031140100,0.06537396121883657,0.020618556701030927,0.3715872281351226
Census Tract 1402; Cook County; Illinois,75067,291200,763,6048,5036,31486,1356,282,3347,1096,3659,17,031,140200,17031140200,0.15150913423351867,0.08425455631909172,0.2995353921836567
Census Tract 1403.01; Cook County; Illinois,75616,407600,647,2715,2694,28398,1362,121,1578,303,1929,17,031,140301,17031140301,0.24016332590942835,0.07667934093789606,0.15707620528771385
Census Tract 1403.02; Cook County; Illinois,97574,413100,191,3407,3064,48321,1264,155,2078,669,2764,17,031,140302,17031140302,0.06233681462140992,0.07459095283926853,0.24204052098408105
Census Tract 1404; Cook County; Illinois,110306,430900,708,5850,5850,50439,1185,155,2813,1273,4453,17,031,140400,17031140400,0.12102564102564102,0.055101315321720586,0.2858746912194027
Census Tract 1405; Cook County; Illinois,73889,403400,189,3315,3288,45611,1196,61,2067,508,2522,17,031,140500,17031140500,0.05748175182481752,0.029511369134010642,0.2014274385408406
Census Tract 1406.01; Cook County; Illinois,85375,415600,257,2468,2467,40447,1326,93,1406,402,1700,17,031,140601,17031140601,0.10417511147142278,0.06614509246088193,0.23647058823529413
Census Tract 1406.02; Cook County; Illinois,62033,401200,973,4211,4181,32627,1614,329,2568,843,2932,17,031,140602,17031140602,0.23271944510882564,0.1281152647975078,0.28751705320600274
Census Tract 1407.01; Cook County; Illinois,97500,352400,436,2870,2870,37719,1451,47,2043,405,1885,17,031,140701,17031140701,0.15191637630662022,0.023005384238864415,0.21485411140583555
Census Tract 1407.02; Cook County; Illinois,76392,411000,321,5120,5120,49692,1434,134,3418,1078,3656,17,031,140702,17031140702,0.0626953125,0.03920421299005266,0.2948577680525164
Census Tract 1408; Cook County; Illinois,108958,504400,543,5924,5924,60475,1601,488,4270,1648,4354,17,031,140800,17031140800,0.09166103983794734,0.11428571428571428,0.37850252641249427
Census Tract 1502; Cook County; Illinois,105145,417900,692,7406,7406,50271,1337,176,4079,2012,5499,17,031,150200,17031150200,0.09343775317310289,0.04314783035057612,0.36588470631023823
Census Tract 1503; Cook County; Illinois,89097,338200,524,7180,7114,55673,1351,220,4628,1526,5231,17,031,150300,17031150300,0.0736575766095024,0.04753673292999136,0.2917224240107054
Census Tract 1504.01; Cook County; Illinois,86563,374600,974,5310,5310,36336,1415,200,2841,994,3422,17,031,150401,17031150401,0.18342749529190208,0.0703977472720873,0.29047340736411453
Census Tract 1504.02; Cook County; Illinois,103939,400900,230,3923,3923,42414,1375,45,2174,781,2754,17,031,150402,17031150402,0.05862860056079531,0.020699172033118676,0.28358750907770514
Census Tract 1505.01; Cook County; Illinois,126471,379300,240,3935,3935,52414,1475,122,2343,1237,2862,17,031,150501,17031150501,0.060991105463786534,0.052069995731967564,0.43221523410202656
Census Tract 1505.02; Cook County; Illinois,79659,388600,411,4460,4460,35627,1385,67,2443,663,2949,17,031,150502,17031150502,0.092152466367713,0.02742529676627098,0.22482197355035605
Census Tract 1506; Cook County; Illinois,102399,442300,413,4036,4036,50935,1486,99,2268,703,2830,17,031,150600,17031150600,0.10232903865213082,0.04365079365079365,0.24840989399293287
Census Tract 1507; Cook County; Illinois,132361,394400,250,3915,3840,46735,1243,78,2123,913,2629,17,031,150700,17031150700,0.06510416666666667,0.036740461610927935,0.3472803347280335
Census Tract 1508; Cook County; Illinois,92443,352700,392,4652,4652,40607,1377,264,2825,632,3428,17,031,150800,17031150800,0.08426483233018056,0.09345132743362831,0.18436406067677946
Census Tract 1510.01; Cook County; Illinois,94435,377700,357,2616,2587,34211,1459,81,1364,288,1818,17,031,151001,17031151001,0.13799768071124854,0.0593841642228739,0.15841584158415842
Census Tract 1510.02; Cook County; Illinois,75875,364700,801,4473,4473,35651,1246,177,2696,623,3239,17,031,151002,17031151002,0.1790744466800805,0.06565281899109793,0.19234331583822167
Census Tract 1511; Cook County; Illinois,62717,408700,931,5408,5371,32257,1268,193,2857,771,3654,17,031,151100,17031151100,0.17333829826847888,0.06755337766888345,0.2110016420361248
Census Tract 1512; Cook County; Illinois,69776,369000,299,3447,3416,32208,1363,30,1840,374,2675,17,031,151200,17031151200,0.08752927400468384,0.016304347826086956,0.13981308411214954
Census Tract 1601; Cook County; Illinois,111250,380700,123,2614,2614,51086,1579,17,1517,655,1786,17,031,160100,17031160100,0.047054322876817135,0.01120632827949901,0.36674132138857785
Census Tract 1602; Cook County; Illinois,132599,577900,288,3363,3335,77861,1582,28,1936,1069,2385,17,031,160200,17031160200,0.0863568215892054,0.014462809917355372,0.4482180293501048
Census Tract 1603; Cook County; Illinois,68887,256800,533,3567,3506,53476,1209,233,2299,1026,2880,17,031,160300,17031160300,0.1520250998288648,0.10134841235319704,0.35625
Census Tract 1604; Cook County; Illinois,81375,622000,987,5419,5419,63382,1256,218,3425,1220,3838,17,031,160400,17031160400,0.18213692563203543,0.06364963503649634,0.31787389265242316
Census Tract 1605.01; Cook County; Illinois,80179,400000,307,3524,3524,43237,1387,170,2169,838,2608,17,031,160501,17031160501,0.08711691259931896,0.07837713231904103,0.32131901840490795
Census Tract 1605.02; Cook County; Illinois,114719,442200,378,4227,4133,49371,1411,221,2454,686,2938,17,031,160502,17031160502,0.09145898862811518,0.09005704971475142,0.23349217154526888
Census Tract 1606.01; Cook County; Illinois,75536,369000,131,3049,3049,51795,1560,149,2145,814,2352,17,031,160601,17031160601,0.04296490652673007,0.06946386946386947,0.3460884353741497
Census Tract 1606.02; Cook County; Illinois,99531,408600,448,3418,3418,68652,1422,82,2120,1182,2499,17,031,160602,17031160602,0.13107080163838503,0.038679245283018866,0.4729891956782713
Census Tract 1607; Cook County; Illinois,93750,579500,489,6093,5918,52398,1376,247,3639,1118,4591,17,031,160700,17031160700,0.08262926664413653,0.06787579005221214,0.24351993029840993
Census Tract 1608; Cook County; Illinois,87676,543800,263,4677,4636,46826,1570,259,2660,1048,3317,17,031,160800,17031160800,0.05672993960310613,0.09736842105263158,0.31594814591498344
Census Tract 1609; Cook County; Illinois,109598,478900,148,2496,2484,54962,1215,95,1404,562,1767,17,031,160900,17031160900,0.05958132045088567,0.06766381766381767,0.3180531975099038
Census Tract 1610; Cook County; Illinois,109524,605600,174,2060,2059,68347,1709,101,1342,552,1586,17,031,161000,17031161000,0.08450704225352113,0.07526080476900149,0.3480453972257251
Census Tract 1611; Cook County; Illinois,149722,633200,135,2098,2088,81810,1716,89,1337,433,1440,17,031,161100,17031161100,0.06465517241379311,0.06656694091249066,0.30069444444444443
Census Tract 1612; Cook County; Illinois,80132,435500,716,2837,2837,42577,1377,68,1529,459,1992,17,031,161200,17031161200,0.25237927388086007,0.04447351209941138,0.23042168674698796
Census Tract 1613; Cook County; Illinois,59353,443600,574,3890,3850,38308,1254,146,2264,983,2671,17,031,161300,17031161300,0.14909090909090908,0.06448763250883392,0.3680269561961812
Census Tract 1701; Cook County; Illinois,51944,263600,538,2085,1931,41258,2250,12,865,388,1898,17,031,170100,17031170100,0.27861211807353703,0.013872832369942197,0.20442571127502634
Census Tract 1702; Cook County; Illinois,110602,332600,172,3553,3553,40314,1430,22,1926,651,2428,17,031,170200,17031170200,0.0484097945398255,0.01142263759086189,0.2681219110378913
Census Tract 1703; Cook County; Illinois,82203,357900,207,4794,4792,45799,1411,94,2413,561,3411,17,031,170300,17031170300,0.043196994991652755,0.03895565685868214,0.1644678979771328
Census Tract 1704; Cook County; Illinois,110800,343500,214,4074,4061,48442,1188,150,2411,455,2951,17,031,170400,17031170400,0.05269638020192071,0.06221484861053505,0.15418502202643172
Census Tract 1705; Cook County; Illinois,85250,350100,96,4899,4899,46947,1478,138,2642,712,3541,17,031,170500,17031170500,0.019595835884874464,0.052233156699470096,0.2010731431798927
Census Tract 1706; Cook County; Illinois,81004,338900,334,2500,2500,42681,1488,97,1193,342,1757,17,031,170600,17031170600,0.1336,0.08130762782900251,0.19464997154240182
Census Tract 1707; Cook County; Illinois,90611,412400,112,3323,3323,33767,1352,61,1779,293,2423,17,031,170700,17031170700,0.03370448390009028,0.034288926363125354,0.12092447379281882
Census Tract 1708; Cook County; Illinois,80446,353500,508,4097,4076,42720,1184,195,2321,473,3005,17,031,170800,17031170800,0.12463199214916584,0.08401551055579491,0.15740432612312813
Census Tract 1709; Cook County; Illinois,64202,299400,468,1854,1854,41054,1552,202,1207,192,1317,17,031,170900,17031170900,0.2524271844660194,0.16735708367854185,0.14578587699316628
Census Tract 1710; Cook County; Illinois,86597,373500,637,6178,6178,46073,993,263,3624,985,4804,17,031,171000,17031171000,0.1031078018776303,0.07257174392935982,0.20503746877601997
Census Tract 1711; Cook County; Illinois,95781,353400,450,3876,3876,36371,1409,24,2155,323,2801,17,031,171100,17031171100,0.11609907120743033,0.011136890951276101,0.11531595858621921
Census Tract 1801; Cook County; Illinois,86632,345800,999,7040,6897,35158,1531,127,3635,949,4872,17,031,180100,17031180100,0.1448455850369726,0.03493810178817056,0.19478653530377668
Census Tract 1901; Cook County; Illinois,56713,347600,172,2423,2423,28979,1067,137,1471,244,1660,17,031,190100,17031190100,0.0709863805200165,0.09313392250169952,0.14698795180722893
Census Tract 1902; Cook County; Illinois,80380,358100,794,5766,5648,28821,1370,248,3007,647,3735,17,031,190200,17031190200,0.14058073654390935,0.08247422680412371,0.17322623828647926
Census Tract 1903; Cook County; Illinois,78750,350200,1006,5728,5728,30229,1142,146,2959,529,4062,17,031,190300,17031190300,0.17562849162011174,0.04934099357891179,0.13023141309699654
Census Tract 1904.01; Cook County; Illinois,115000,394700,357,3855,3837,40568,1175,134,2460,421,2833,17,031,190401,17031190401,0.09304143862392494,0.05447154471544716,0.14860571831980232
Census Tract 1904.02; Cook County; Illinois,63140,317600,513,4580,4580,30703,1229,126,2465,468,3270,17,031,190402,17031190402,0.11200873362445415,0.051115618661257606,0.14311926605504588
Census Tract 1906.01; Cook County; Illinois,77316,321500,461,3788,3753,26622,1030,179,2123,196,2730,17,031,190601,17031190601,0.12283506528110845,0.08431464908148846,0.07179487179487179
Census Tract 1906.02; Cook County; Illinois,82232,296700,884,5745,5483,23325,1335,131,2455,541,3620,17,031,190602,17031190602,0.16122560641984315,0.05336048879837067,0.1494475138121547
Census Tract 1907.01; Cook County; Illinois,68810,333000,155,2684,2684,25382,1265,31,1292,161,1653,17,031,190701,17031190701,0.05774962742175857,0.023993808049535603,0.09739866908650938
Census Tract 1907.02; Cook County; Illinois,62813,335500,1253,4392,4392,23213,1223,202,2248,296,2951,17,031,190702,17031190702,0.28529143897996356,0.0898576512455516,0.10030498136225008
Census Tract 1908; Cook County; Illinois,52880,355900,724,6018,5933,23876,1082,124,2664,586,4140,17,031,190800,17031190800,0.12202932749030844,0.046546546546546545,0.14154589371980678
Census Tract 1909; Cook County; Illinois,77778,351100,144,1818,1818,25934,968,17,719,331,1219,17,031,190900,17031190900,0.07920792079207921,0.02364394993045897,0.2715340442986054
Census Tract 1910; Cook County; Illinois,58182,299000,268,2315,2307,21793,1153,78,1034,116,1515,17,031,191000,17031191000,0.11616818378846988,0.07543520309477757,0.07656765676567656
Census Tract 1911; Cook County; Illinois,51958,325800,2030,6279,6256,22053,1283,149,2744,454,4033,17,031,191100,17031191100,0.32448849104859334,0.054300291545189505,0.1125712868832135
Census Tract 1912; Cook County; Illinois,51449,259500,1278,3836,3802,18383,1411,46,1264,167,2126,17,031,191200,17031191200,0.3361388742766965,0.03639240506329114,0.07855126999059266
Census Tract 1913.01; Cook County; Illinois,69783,297600,401,4856,4856,27055,1385,40,2500,151,3102,17,031,191301,17031191301,0.08257825370675453,0.016,0.0486782720825274
Census Tract 1913.02; Cook County; Illinois,62146,278900,417,4227,4227,21971,1578,173,2060,172,2557,17,031,191302,17031191302,0.09865152590489709,0.08398058252427185,0.06726632772780602
Census Tract 2001; Cook County; Illinois,81131,325100,588,4004,3932,33425,1267,163,2288,520,2599,17,031,200100,17031200100,0.14954221770091555,0.07124125874125874,0.2000769526741054
Census Tract 2002; Cook County; Illinois,69335,328900,605,4601,4601,29628,1275,110,2631,441,3211,17,031,200200,17031200200,0.13149315366224734,0.04180919802356518,0.13734039240112114
Census Tract 2003; Cook County; Illinois,48977,317600,557,1858,1858,25030,1653,71,924,315,1341,17,031,200300,17031200300,0.2997847147470398,0.07683982683982683,0.2348993288590604
Census Tract 2004.01; Cook County; Illinois,69046,325700,455,3138,3108,29144,1155,86,1601,304,1902,17,031,200401,17031200401,0.1463963963963964,0.05371642723297939,0.1598317560462671
Census Tract 2004.02; Cook County; Illinois,80784,295100,282,4378,4378,28870,1342,20,2478,622,2766,17,031,200402,17031200402,0.06441297396071266,0.008071025020177562,0.22487346348517714
Census Tract 2101; Cook County; Illinois,115018,465200,328,4206,4181,70063,1817,74,2951,1089,3181,17,031,210100,17031210100,0.07845013154747668,0.02507624534056252,0.34234517447343604
Census Tract 2104; Cook County; Illinois,71183,361000,898,3095,2989,32271,1492,144,1689,292,2046,17,031,210400,17031210400,0.3004349280695885,0.0852575488454707,0.14271749755620725
Census Tract 2105.01; Cook County; Illinois,76379,391600,831,2899,2899,45425,1635,112,2080,574,2212,17,031,210501,17031210501,0.28665056916177994,0.05384615384615385,0.25949367088607594
Census Tract 2105.02; Cook County; Illinois,78881,479400,719,4300,4300,37355,1506,129,2560,724,3153,17,031,210502,17031210502,0.1672093023255814,0.050390625,0.22962258166825245
Census Tract 2106.01; Cook County; Illinois,84271,489400,238,2429,2426,56560,1594,201,1675,681,1982,17,031,210601,17031210601,0.09810387469084914,0.12,0.34359233097880926
Census Tract 2106.02; Cook County; Illinois,87571,441100,484,3942,3942,44980,1660,185,2557,788,2813,17,031,210602,17031210602,0.12278031456113647,0.07235041063746578,0.28012797724848915
Census Tract 2107; Cook County; Illinois,89196,492600,166,3769,3769,52411,1806,52,2408,960,2659,17,031,210700,17031210700,0.044043512868134786,0.02159468438538206,0.3610379842045882
Census Tract 2108; Cook County; Illinois,104701,547100,50,1073,1072,52303,1785,84,808,258,861,17,031,210800,17031210800,0.04664179104477612,0.10396039603960396,0.29965156794425085
